;id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;"Hard drive -> Number of occupied slots 2.5""";"Hard drive -> Slots in total 2.5""";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;Unnamed: 42;Price;Price without VAT
702;702;16.0;240.0;500.0;14.0;1.7;4.7;45.0;24.0;32.0;4800.0;2.0;2.0;;8.0;150.0;1485.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;300.0;6.55;;;2.49;2.0;3.0;1.0;;;;359.9;19.9;264.4;;44990.0;37182.0
703;703;15.6;60.0;400.0;14.0;1.9;5.4;45.0;24.0;32.0;4800.0;2.0;2.0;;8.0;115.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;86.0;130.0;;6.0;;1.96;1.0;;2.0;;;;344.72;18.0;230.14;;84690.0;69992.0
704;704;14.0;250.0;600.0;14.0;3.7;5.0;45.0;24.0;32.0;;1.0;2.0;;8.0;105.0;;;;1000.0;;1000.0;1.0;1.0;;;;76.0;230.0;4.5;4.0;;1.7;;;1.0;2.0;;;313.5;18.9;227.0;;49990.0;41314.0
705;705;15.6;;250.0;8.0;2.0;4.5;;16.0;16.0;3200.0;2.0;2.0;;;;;;;1000.0;;;;;;;;42.0;45.0;14.5;3.0;;1.74;1.0;3.0;;;;;359.4;19.9;233.9;;20990.0;17347.0
706;706;15.6;144.0;350.0;12.0;1.9;4.7;;18.0;16.0;5200.0;2.0;2.0;;8.0;115.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;;29989.0;24784.0
707;707;14.0;60.0;400.0;12.0;1.6;5.0;28.0;18.0;32.0;4800.0;1.0;2.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;63.0;65.0;;3.0;;1.48;;;2.0;2.0;;;320.0;18.0;234.2;;45490.0;37595.0
708;708;17.3;165.0;300.0;14.0;3.8;5.0;45.0;24.0;32.0;4800.0;2.0;2.0;;16.0;150.0;;;;2000.0;;2000.0;1.0;2.0;;;;83.0;330.0;6.75;6.0;;2.78;1.0;3.0;;;;;397.1;27.0;262.0;;74990.0;61975.0
709;709;14.0;90.0;400.0;10.0;1.7;4.7;45.0;24.0;16.0;;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;57.0;100.0;;3.0;;1.4;;2.0;2.0;;;;312.9;17.9;214.0;;22690.0;18752.0
710;710;16.0;240.0;500.0;8.0;3.6;5.1;55.0;32.0;32.0;5200.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;300.0;6.8;;;2.55;2.0;4.0;;;;;363.4;26.75;260.35;;49990.0;41314.0
711;711;14.0;60.0;400.0;8.0;3.3;5.1;30.0;16.0;32.0;6400.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;57.0;65.0;;;;1.26;;2.0;2.0;;;;317.7;16.9;226.9;;45190.0;37347.0
712;712;17.3;240.0;300.0;24.0;1.6;5.4;55.0;36.0;32.0;5200.0;2.0;2.0;;12.0;;;;;2000.0;;2000.0;;1.0;;;;83.0;330.0;5.5;6.0;;2.78;;3.0;1.0;;;;397.1;27.0;262.0;;74990.0;61975.0
713;713;16.0;60.0;300.0;8.0;1.5;4.4;45.0;12.0;16.0;4800.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;47.0;65.0;11.6;;;1.74;1.0;2.0;;;;;359.2;18.4;257.0;;17299.0;14297.0
714;714;17.0;240.0;;24.0;;5.6;55.0;36.0;32.0;;2.0;2.0;;12.0;175.0;2505.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;99.0;330.0;;4.0;;3.1;2.0;1.0;1.0;1.0;;;380.0;23.0;298.0;;72990.0;60322.0
715;715;14.0;90.0;400.0;10.0;0.8;4.7;29.0;12.0;16.0;4800.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;56.5;65.0;11.61;;;1.42;2.0;2.0;;;;;312.2;15.9;221.0;;25989.0;21479.0
716;716;14.0;60.0;;14.0;;5.0;115.0;24.0;16.0;5200.0;;;;6.0;45.0;1605.0;;;1000.0;;1000.0;;;;;;63.0;130.0;;;;1.49;;1.0;2.0;;;;311.0;17.0;220.8;;42990.0;35529.0
717;717;15.6;60.0;250.0;10.0;0.9;4.4;55.0;12.0;16.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;14.7;;;1.76;1.0;2.0;1.0;;;;360.2;19.93;237.0;;23690.0;19579.0
718;718;16.0;240.0;500.0;8.0;3.8;5.1;54.0;16.0;16.0;5600.0;1.0;1.0;;8.0;100.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;230.0;9.7;;;2.4;2.0;;;2.0;;;359.7;25.2;260.3;;37990.0;31397.0
719;719;15.6;60.0;300.0;10.0;0.9;4.4;55.0;12.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;2.0;;;;57.0;65.0;15.6;;;1.7;;1.0;1.0;;1.0;;365.0;18.9;240.0;;23290.0;19248.0
720;720;15.6;165.0;300.0;14.0;1.8;5.0;115.0;24.0;16.0;5200.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;;34989.0;28917.0
721;721;14.0;90.0;400.0;12.0;1.2;4.4;28.0;12.0;16.0;4800.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;71.0;65.0;15.0;;;1.42;;1.0;2.0;;;;316.66;17.35;220.25;;29989.0;24784.0
722;722;16.0;165.0;500.0;8.0;3.2;4.7;45.0;16.0;16.0;4800.0;2.0;2.0;;10.0;;;;;1000.0;;1000.0;1.0;2.0;;;;99.0;300.0;12.0;;;2.53;4.0;2.0;;;;;358.1;19.4;263.5;;52490.0;43380.0
723;723;14.0;60.0;300.0;6.0;2.1;4.0;15.0;8.0;8.0;4266.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;52.5;65.0;12.0;;;1.55;1.0;2.0;;;;;313.1;17.8;224.9;;16990.0;14041.0
724;724;15.6;144.0;;8.0;;4.4;45.0;12.0;16.0;3200.0;2.0;2.0;;4.0;60.0;;;;512.0;;512.0;1.0;1.0;;;;53.5;180.0;;3.0;;2.25;1.0;2.0;;;1.0;;359.0;27.9;259.0;;28990.0;23959.0
725;725;16.0;60.0;300.0;10.0;2.4;4.9;115.0;24.0;16.0;5200.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.6;65.0;11.5;;;1.89;2.0;2.0;;;;;356.0;16.9;251.0;;22199.0;18346.0
726;726;15.6;144.0;;8.0;;4.4;45.0;12.0;16.0;3200.0;2.0;2.0;;8.0;45.0;1470.0;;;512.0;;512.0;1.0;1.0;;;;51.0;120.0;;3.0;;1.86;1.0;;;3.0;;;359.0;21.7;254.0;;26990.0;22306.0
727;727;14.0;60.0;250.0;4.0;24.0;42.0;28.0;8.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;54.0;65.0;;4.0;;152.0;1.0;2.0;;;1.0;;326.0;176.0;226.0;;17590.0;14537.0
728;728;18.0;240.0;1000.0;24.0;3.9;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;12.0;175.0;1930.0;;;2000.0;;2000.0;1.0;2.0;;;;90.0;330.0;5.0;4.0;;3.25;;1.0;2.0;2.0;;;405.0;26.9;311.61;;88690.0;73298.0
729;729;14.0;60.0;250.0;6.0;2.0;4.5;15.0;16.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;18.1;;;1.4;2.0;2.0;;;;;325.4;19.83;217.0;;22990.0;19000.0
730;730;15.6;120.0;250.0;14.0;2.6;4.9;55.0;24.0;16.0;4800.0;2.0;2.0;;6.0;;;;;512.0;;512.0;1.0;1.0;;;;56.0;330.0;;3.0;;2.65;1.0;3.0;;;;;357.26;26.15;274.52;;32390.0;26769.0
731;731;14.0;60.0;400.0;10.0;1.2;4.7;15.0;12.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;0.0;;57.0;65.0;24.9;;;1.12;;2.0;2.0;;;;315.6;15.36;222.5;;55690.0;46025.0
732;732;14.2;120.0;1000.0;12.0;;;;;32.0;;;;;;;;;;1000.0;;1000.0;;;;;;70.0;;18.0;;;1.6;3.0;;1.0;;;;312.6;15.5;221.2;;89990.0;74372.0
733;733;16.0;60.0;300.0;10.0;0.9;4.6;55.0;12.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;57.0;65.0;10.78;;;1.81;1.0;1.0;1.0;;1.0;;356.1;19.85;247.7;;21190.0;17512.0
734;734;15.0;240.0;;10.0;;4.9;45.0;24.0;16.0;5600.0;2.0;2.0;;8.0;90.0;2250.0;;;1000.0;;1000.0;1.0;2.0;;;;53.5;180.0;;3.0;;2.1;2.0;;;2.0;;;358.3;19.9;247.9;;52990.0;43793.0
735;735;14.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;4266.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;52.5;65.0;15.0;;;1.55;1.0;2.0;;;;;313.1;17.8;224.9;;21989.0;18173.0
736;736;16.0;240.0;300.0;24.0;2.2;5.4;55.0;36.0;32.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;2.0;;;;86.0;330.0;;6.0;;2.73;;3.0;1.0;;;;356.98;24.9;288.73;;59890.0;49496.0
737;737;16.0;60.0;300.0;8.0;1.5;4.4;45.0;12.0;16.0;4800.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;47.0;65.0;11.6;;;1.74;1.0;2.0;;;;;359.2;18.4;257.0;;15990.0;13215.0
738;738;15.6;165.0;300.0;10.0;1.7;4.7;45.0;24.0;16.0;3200.0;2.0;2.0;;8.0;140.0;2350.0;;;1000.0;;1000.0;1.0;1.0;;1.0;;57.0;230.0;;4.0;;2.5;;1.0;1.0;2.0;;;360.4;25.9;271.09;;31990.0;26438.0
739;739;15.6;60.0;250.0;12.0;1.7;4.4;28.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.75;1.0;1.0;1.0;;1.0;;364.5;20.0;247.3;;19490.0;16107.0
740;740;173.0;165.0;300.0;14.0;23.0;47.0;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;125.0;1770.0;;;1000.0;;1000.0;1.0;1.0;;;;83.0;330.0;;6.0;675.0;278.0;;3.0;1.0;;;;3971.0;27.0;262.0;;43290.0;35777.0
741;741;14.0;60.0;400.0;12.0;1.7;4.4;28.0;12.0;8.0;4800.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;63.0;65.0;;3.0;;1.25;;;2.0;1.0;1.0;;323.4;18.0;223.1;;20490.0;16934.0
742;742;15.6;120.0;250.0;6.0;3.3;4.5;54.0;16.0;16.0;4800.0;2.0;2.0;;6.0;85.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;60.0;170.0;13.1;;;2.32;1.0;2.0;;;;;359.6;21.8;266.4;;26989.0;22305.0
743;743;14.0;;;6.0;2.1;4.0;15.0;8.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;48.0;65.0;12.5;3.0;;1.2;1.0;2.0;;;;;322.8;15.95;212.2;;15990.0;13215.0
744;744;16.0;165.0;400.0;6.0;4.3;5.0;35.0;16.0;16.0;5600.0;2.0;2.0;;6.0;140.0;1681.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;10.0;4.0;;2.7;2.0;;;2.0;1.0;;360.1;25.9;279.9;;28990.0;23959.0
745;745;16.0;60.0;300.0;10.0;1.2;5.0;15.0;12.0;16.0;3200.0;1.0;1.0;;2.0;25.0;1320.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;57.0;65.0;;;;1.81;1.0;2.0;1.0;;1.0;;356.1;19.85;247.7;;27590.0;22802.0
746;746;153.0;;500.0;;;;;;24.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;;55990.0;46273.0
747;747;15.6;120.0;250.0;6.0;2.3;4.3;15.0;16.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;19.0;235.56;;16990.0;14041.0
748;748;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;52.6;30.0;18.0;;;1.24;2.0;;;;;;304.0;11.3;215.0;;36990.0;30570.0
749;749;16.0;60.0;250.0;12.0;1.9;4.6;28.0;12.0;16.0;4800.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.9;;2.0;1.0;;;;356.78;17.95;251.9;;24990.0;20653.0
750;750;17.3;240.0;;14.0;;5.4;115.0;24.0;32.0;;2.0;2.0;;12.0;105.0;;;;1000.0;;1000.0;1.0;2.0;;;;99.0;240.0;;4.0;;2.8;1.0;;1.0;2.0;;;397.0;20.8;284.0;;66990.0;55364.0
751;751;16.0;;400.0;16.0;;5.0;;30.0;64.0;4800.0;2.0;4.0;;16.0;140.0;1500.0;;;4000.0;;4000.0;1.0;1.0;0.0;0.0;;95.0;230.0;;8.0;;2.39;;2.0;2.0;;;;363.0;27.7;250.0;;115990.0;95860.0
752;752;16.0;240.0;;24.0;;5.5;157.0;36.0;16.0;5600.0;;;;8.0;140.0;2175.0;;;1000.0;;1000.0;;;;;;95.2;280.0;;;;2.45;1.0;;1.0;3.0;;;244.0;21.99;355.0;;96190.0;79496.0
753;753;14.0;60.0;400.0;14.0;2.4;5.0;45.0;24.0;32.0;4800.0;0.0;0.0;;;;;;;1000.0;;1000.0;;;;;;72.0;100.0;;4.0;;1.49;;;2.0;1.0;;;314.0;17.9;227.5;;33490.0;27678.0
754;754;16.0;165.0;400.0;6.0;4.3;5.0;35.0;16.0;16.0;5600.0;2.0;2.0;;6.0;140.0;1681.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;10.0;4.0;;2.7;2.0;;;2.0;1.0;;360.1;25.9;279.9;;26990.0;22306.0
755;755;16.0;165.0;500.0;14.0;1.9;5.4;115.0;24.0;32.0;5600.0;1.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;170.0;;;;1.86;;2.0;2.0;;;;359.5;17.5;253.8;;80390.0;66438.0
756;756;16.2;120.0;1000.0;12.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;;78990.0;65281.0
757;757;14.0;60.0;400.0;12.0;2.2;5.0;28.0;18.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;75.0;100.0;14.0;;;1.4;1.0;;2.0;1.0;;;318.0;15.25;230.0;;46990.0;38835.0
758;758;15.6;165.0;300.0;12.0;3.3;4.5;45.0;18.0;16.0;;2.0;3.0;;6.0;140.0;2455.0;;;1000.0;;1000.0;1.0;2.0;;;;57.0;230.0;5.0;4.0;;2.6;;1.0;1.0;2.0;;;360.4;25.9;271.09;;31990.0;26438.0
759;759;15.6;120.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;2666.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;18.99;235.56;;16990.0;14041.0
760;760;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;30.0;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;59990.0;49579.0
761;761;14.0;60.0;250.0;8.0;2.0;4.4;15.0;2.0;8.0;3200.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;9.0;3.0;;1.61;;1.0;2.0;;;;329.0;19.2;223.9;;18790.0;15529.0
762;762;15.6;144.0;;6.0;2.7;4.5;45.0;12.0;16.0;3200.0;;2.0;;4.0;60.0;;;;1000.0;;1000.0;1.0;2.0;;;;;120.0;;;;2.0;1.0;2.0;;;1.0;;360.2;20.5;243.5;;18990.0;15694.0
763;763;14.0;60.0;300.0;12.0;1.2;4.4;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;0.0;;56.5;65.0;11.61;;;1.42;2.0;2.0;;;;;312.2;15.9;221.0;;21989.0;18173.0
764;764;17.3;144.0;;12.0;2.5;4.5;45.0;18.0;16.0;;1.0;2.0;;8.0;;;;;512.0;;512.0;1.0;2.0;;;;54.0;150.0;;;;2.53;2.0;;;;1.0;;397.0;25.0;262.0;;28490.0;23545.0
765;765;14.0;60.0;250.0;10.0;1.7;5.0;55.0;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;0.0;;41.0;65.0;;3.0;;1.5;1.0;1.0;;;1.0;;323.67;19.48;220.26;;25690.0;21231.0
766;766;13.3;60.0;;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;35990.0;29744.0
767;767;14.0;60.0;250.0;10.0;1.2;4.7;15.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;57.0;65.0;;3.0;;1.32;;2.0;2.0;;;;313.0;18.21;222.75;;37790.0;31231.0
768;768;16.1;240.0;300.0;8.0;3.8;5.1;35.0;16.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;83.0;;7.25;6.0;;2.41;2.0;2.0;;;;;369.0;23.5;259.4;;47990.0;39661.0
769;769;10.51;;;4.0;;;6.0;6.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;26.8;24.0;11.0;2.0;;0.54;1.0;;;;;;245.0;8.3;175.0;;22090.0;18256.0
770;770;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;41990.0;34702.0
771;771;14.0;60.0;400.0;10.0;1.2;5.0;15.0;12.0;32.0;6000.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;57.0;65.0;28.5;;;1.12;;2.0;2.0;;;;315.6;15.36;222.5;;67990.0;56190.0
772;772;15.6;144.0;;12.0;;4.5;95.0;18.0;8.0;4800.0;1.0;2.0;;8.0;;;;;512.0;;512.0;;;;;;99.0;240.0;;;;2.25;1.0;1.0;1.0;2.0;;;360.0;20.9;272.0;;36590.0;30240.0
773;773;16.0;120.0;400.0;14.0;1.9;5.4;45.0;24.0;32.0;5200.0;2.0;2.0;;8.0;115.0;2370.0;;;2000.0;;2000.0;1.0;2.0;;;;83.0;200.0;8.75;6.0;;2.4;;2.0;2.0;;;;357.4;19.9;252.4;;71590.0;59165.0
774;774;16.0;165.0;300.0;12.0;1.9;4.7;95.0;18.0;16.0;5200.0;2.0;2.0;;6.0;100.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;80.0;230.0;7.6;;;2.4;2.0;;;2.0;;;359.7;21.9;260.3;;32989.0;27264.0
775;775;10.51;;;4.0;;;6.0;6.0;8.0;;;;;;;;;;64.0;;64.0;;;;;;26.8;24.0;11.0;2.0;;0.54;1.0;;;;;;245.0;8.3;175.0;;16890.0;13959.0
776;776;17.3;165.0;300.0;6.0;4.3;5.0;35.0;16.0;16.0;5600.0;2.0;2.0;;6.0;140.0;1656.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;9.0;4.0;;3.1;2.0;;;2.0;1.0;;400.2;27.9;293.25;;33990.0;28091.0
777;777;12.45;60.0;;10.0;;4.4;55.0;12.0;8.0;;;;;;;;;;256.0;;;;;;;;;39.0;15.0;4.0;;1.13;1.0;1.0;;;;;278.0;15.7;206.0;;21390.0;17678.0
778;778;15.6;144.0;;6.0;2.7;4.5;45.0;12.0;8.0;3200.0;;2.0;;4.0;60.0;;;;500.0;;500.0;1.0;2.0;;;;;120.0;;;;2.0;1.0;2.0;;;1.0;;360.2;20.5;243.5;;18990.0;15694.0
779;779;14.0;;400.0;6.0;2.3;4.2;15.0;16.0;8.0;4266.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;57.0;65.0;19.4;;;1.28;2.0;2.0;;;;;327.5;16.14;224.0;;29490.0;24372.0
780;780;13.3;;;8.0;;;;4.0;8.0;3733.0;;;;;;;;;256.0;;256.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.0;15.6;212.0;;19637.0;16229.0
781;781;16.0;120.0;350.0;6.0;0.9;4.4;55.0;10.0;8.0;4266.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;71.0;45.0;11.0;;;1.89;2.0;2.0;;;;;356.5;19.9;253.0;;16989.0;14040.0
782;782;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;;34512.0;28522.0
783;783;14.0;60.0;250.0;10.0;1.7;5.0;15.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;0.0;;54.0;65.0;;4.0;;1.62;;1.0;2.0;;;;314.0;17.47;226.56;;26990.0;22306.0
784;784;15.6;240.0;300.0;8.0;3.2;4.7;45.0;20.0;16.0;4800.0;2.0;2.0;;6.0;140.0;1752.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;13.0;4.0;;2.3;2.0;2.0;;;;;354.0;27.2;259.0;;28462.0;23522.0
785;785;15.6;120.0;250.0;10.0;1.3;4.4;15.0;12.0;16.0;2666.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;18.99;235.56;;18290.0;15116.0
786;786;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;;33365.0;27574.0
787;787;14.0;;250.0;6.0;;4.5;;16.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;;;;;;;45.0;;3.0;;1.38;1.0;3.0;;;;;321.9;19.9;213.9;;18090.0;14950.0
788;788;13.3;60.0;400.0;8.0;;;;;16.0;3733.0;;;;;;;;;256.0;;256.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;25907.0;21411.0
789;789;14.0;;400.0;6.0;2.9;4.5;;16.0;8.0;4800.0;1.0;1.0;;;;;;;512.0;;512.0;;;;;;51.0;65.0;;3.0;;1.4;2.0;2.0;;;;;315.6;19.2;224.0;;27990.0;23132.0
790;790;13.3;60.0;400.0;8.0;;;;;16.0;3733.0;;;;;;;;;256.0;;256.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;28914.0;23896.0
791;791;14.0;60.0;400.0;6.0;3.2;4.9;28.0;16.0;16.0;6400.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;;;;1.26;;2.0;2.0;;;;317.7;16.9;226.9;;36790.0;30405.0
792;792;16.2;120.0;1000.0;12.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;;55251.0;45662.0
793;793;14.0;60.0;400.0;8.0;2.0;4.5;15.0;16.0;16.0;3200.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;56.6;65.0;16.0;3.0;;1.46;2.0;2.0;;;;;312.0;16.9;221.0;;22989.0;18999.0
794;794;16.2;120.0;1000.0;12.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;;61662.0;50960.0
795;795;14.0;;250.0;10.0;;4.6;;12.0;16.0;3200.0;2.0;2.0;;;;;;;1000.0;;;;;;;;42.0;45.0;11.5;3.0;;1.38;2.0;2.0;;;;;321.9;19.9;213.9;;20890.0;17264.0
796;796;16.2;120.0;1000.0;12.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;;59613.0;49267.0
797;797;16.0;60.0;400.0;14.0;2.3;4.7;45.0;24.0;16.0;3200.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;83.0;90.0;15.0;6.0;;2.01;;;2.0;1.0;;;358.0;19.9;245.3;;36990.0;30570.0
798;798;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;30801.0;25455.0
799;799;14.0;60.0;400.0;12.0;1.6;5.0;64.0;18.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;75.0;100.0;14.0;;;1.4;1.0;;2.0;1.0;;;318.0;15.25;230.0;;44989.0;37181.0
800;800;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;;33240.0;27471.0
801;801;14.0;60.0;300.0;8.0;1.5;4.4;45.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;47.0;65.0;;;;1.37;1.0;2.0;;;;;324.3;17.9;213.8;;15299.0;12644.0
802;802;16.0;165.0;500.0;14.0;2.3;4.7;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;150.0;1485.0;;;1000.0;;1000.0;1.0;;;;;80.0;300.0;6.55;;;2.4;2.0;3.0;1.0;;;;356.0;26.6;260.4;;41989.0;34702.0
803;803;14.0;60.0;250.0;10.0;1.3;4.6;55.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;0.0;;54.0;65.0;;3.0;;1.39;;2.0;2.0;;;;321.35;21.04;212.0;;23690.0;19579.0
804;804;16.0;240.0;;1.0;3.7;5.0;45.0;24.0;32.0;;2.0;2.0;;8.0;105.0;;;;2000.0;;2000.0;1.0;2.0;;;;99.9;240.0;;4.0;;1.99;1.0;;1.0;1.0;;;356.0;19.95;259.0;;48352.0;39960.0
