id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Resolution;Display technology;Screen fineness [PPI];Computer memory (RAM) size [GB];Storage Capacity [GB];Memory card type;Max. memory card size [GB];Wireless technology;Tablet connectors;Sensors;Main (rear) camera resolution [Mpx];Front-facing (selfie) camera resolution [Mpx];Maximum video resolution;Supported resolutions and frame rates (FPS);Camera functions;Battery capacity [mAh];Charging performance [W];Number of processor cores;Processor frequency [GHz];Processor model;Functions;Operating system;Operating system version;Height [mm];Width [mm];Depth [mm];Weight [kg];Colour;Package includes;Series;Country;Storage capacity [GB];Main rear camera aperture [f/];Front Camera Aperture [f/];Degree of protection;Graphics chip;Supported cellular networks;Primary SIM card type;Secondary SIM Card Type;Special event;Supported formats;User interface language;Equipment;Internal memory [GB];Suitable for;Usage;Must additionally purchase AA batteries;Battery type
196;"iPad Pro 12.9"" 2TB M2 Silver 2022";63990;52884;;;In stock 2 pcs;12.9;2732 × 2048 px;['IPS'];264.0;;;['Does not support'];;['NFC', 'WiFi', 'Bluetooth'];['USB-C'];['Gyroscope', 'Light sensor', 'Barometer'];12.0;12.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];;20.0;8.0;;Apple M2 with 10-core GPU;['Quick charge'];['iPadOS'];;214.9;280.6;6.4;0.682;['Silver'];['Charger (adapter with cable)'];Apple iPad;;2000.0;1.8;2.4;;;;;;;;;;;;;;
197;Samsung Galaxy Tab S9 5G 8GB/128GB béžová;24999;20660;;;In stock > 5 pcs;11.0;2560 × 1600 px;['AMOLED'];275.0;8.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom'];8400.0;45.0;8.0;3.2;Qualcomm Snapdragon 8 Gen 2;['Image transmission to TV', 'Barcode reader', 'Quick charge', 'Water-resistant'];['Google Android'];Android 13;254.3;165.8;5.9;0.5;['Beige'];['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];128.0;2.0;2.4;['IP68'];Adreno 740;['5G', '4G/LTE', '3G'];Nano SIM;eSIM;Digital student SK;;;;;;;;
198;"Children's 10"" Tablet - Yellow Dog";489;404;;;In stock > 10 pcs at the partner's;10.0;;;;;;;;;;;;;;;;;;;;;;;;300.0;200.0;15.0;0.2;['Yellow'];['Stylus'];;;;;;;;;;;;;;;;Children;Unisex;No;CR2025
199;"iPad Pro 11"" 2TB M2 Silver 2022";54990;45446;;;In stock > 5 pcs;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;2000.0;;;;;;;;;;;;;;;;
200;Hotwav R5 4GB/64GB oranžový;4999;4131;;;In stock > 5 pcs;10.1;1280 × 800 px;['IPS'];149.0;4.0;;['Micro SD'];1024.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'G-sensor'];16.0;16.0;1280 × 720 px;['720p (HD) 30fps'];['Flash function'];15600.0;10.0;8.0;2.0;MediaTek MT6762;['OTG', 'Quick charge', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 12;168.5;252.5;15.5;0.96;['Black', 'Orange'];['Charger (adapter with cable)'];;;64.0;2.0;2.2;['IP68', 'IP69K'];PowerVR GE8320;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
201;"Children's 10"" tablet - yellow duck";499;412;;;In stock > 10 pcs at the partner's;10.0;;;;;;;;;;;;;;;;;;;;;;;;300.0;200.0;15.0;0.2;['Yellow'];['Stylus'];;;;;;;;;;;;;;;;Children;Unisex;No;CR2025
202;Oscal Pad 13 8GB/256GB gray;3255;2690;4.6;15.0;Unsealed;10.1;1920 × 1200 px;['IPS'];224.0;8.0;256.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];1.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['G-sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 60fps'];['Flash function'];7.68;;8.0;1.6;Unisoc UMS9230;['OTG'];['Google Android'];Android 12;157.95;239.2;7.6;0.435;['Grey'];['Charger (adapter with cable)', 'Case', 'Screen Protector', 'Stylus'];;;;2.2;2.2;;Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
203;Samsung Galaxy Tab S8 11 WiFi Silver;17220;14231;4.7;7.0;Unsealed;11.0;2560 × 1600 px;['TFT'];274.0;8.0;128.0;['Micro SD'];1.0;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Flash function'];8.0;45.0;8.0;3.0;Qualcomm Snapdragon 8 Gen1;['Quick charging'];['Google Android'];Android 12;253.8;165.3;6.3;0.503;['Silver'];;Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.0;2.4;;;;;;;;;;;;;;
204;TCL TAB 10 Gen2 4GB/64GB šedý;4299;3553;;;In stock 3 pcs;10.36;2000 × 1200 px;['IPS'];225.0;4.0;64.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Light sensor', 'G-sensor'];8.0;5.0;1920 × 1080 px;;;6.0;;8.0;2.0;MediaTek MTK8768;;['Google Android'];Android 13;154.7;244.94;7.35;0.425;['Grey'];['Charger (adapter with cable)'];;;;;;;PowerVR GE8320;;;;;;;;;;;;
205;UleFone Tab A8 4GB/64GB gray;2828;2337;4.6;9.0;Unsealed;10.1;1920 × 1200 px;['IPS'];225.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];256.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Light sensor', 'Proximity sensor', 'G-sensor'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.58;10.0;8.0;2.0;Cortex A53;['VoLTE/GSM', 'Quick charging'];['Google Android'];Android 12;157.5;238.7;7.35;0.483;['Grey'];['Charger (adapter with cable)'];;;;2.0;2.2;;IMG PowerVR GE8320;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
206;UleFone Tab A8 4GB/64GB gray;2618;2164;4.6;9.0;As good as new;10.1;1920 × 1200 px;['IPS'];225.0;4.0;64.0;['Micro SD', 'Micro SDXC', 'Micro SDHC', 'TF Card'];256.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Light sensor', 'Proximity sensor', 'G-sensor'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];['Flash function'];6.58;10.0;8.0;2.0;Cortex A53;['VoLTE/GSM', 'Quick charging'];['Google Android'];Android 12;157.5;238.7;7.35;0.483;['Grey'];['Charger (adapter with cable)'];;;;2.0;2.2;;IMG PowerVR GE8320;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
207;Lenovo Tab M8 (4th Gen) 3GB + 32GB Arctic Grey LTE + case and foil;2549;2107;4.8;12.0;Unsealed;8.0;1280 × 800 px;['IPS'];;3.0;32.0;['Micro SD'];1.0;['WiFi', 'Bluetooth', 'GPS', 'A-GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Light sensor', 'Proximity sensor', 'G-sensor'];5.0;2.0;;;;5.1;10.0;4.0;2.0;MediaTek Helio A22;['VoLTE/GSM', 'Quick charging'];['Google Android'];Android 12;8.95;197.97;119.82;0.32;['Grey'];['Charger (adapter with cable)', 'Case', 'Screen Protector'];Lenovo Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;['4G/LTE', '3G'];Nano SIM;;;;;;;;;;
208;Samsung Galaxy TAB S7 FE Silver;13119;10842;4.3;15.0;Unsealed;12.4;2560 × 1600 px;['TFT'];243.0;4.0;64.0;['Micro SD'];1.0;['WiFi', 'Bluetooth'];['USB-C'];['Digital compass', 'Gyroscope', 'Light sensor'];8.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];10.09;45.0;8.0;;Qualcomm Snapdragon 778G;['Quick charging'];['Google Android'];Android 11;6.3;284.8;185.0;0.608;['Silver'];['Charger (adapter with cable)'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Qualcomm Adreno 619;;;;;;;;;;;;
209;Samsung Galaxy TAB S7 FE Silver;12479;10313;4.3;15.0;As good as new;12.4;2560 × 1600 px;['TFT'];243.0;4.0;64.0;['Micro SD'];1.0;['WiFi', 'Bluetooth'];['USB-C'];['Digital compass', 'Gyroscope', 'Light sensor'];8.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];10.09;45.0;8.0;;Qualcomm Snapdragon 778G;['Quick charging'];['Google Android'];Android 11;6.3;284.8;185.0;0.608;['Silver'];['Charger (adapter with cable)'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;Qualcomm Adreno 619;;;;;;;;;;;;
210;Samsung Galaxy Tab S9+ 5G 12GB/512GB grafitová;26674;22045;5.0;4.0;Unsealed;12.4;2800 × 1752 px;['AMOLED'];266.0;12.0;512.0;['Micro SD'];1.024;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Fingerprint reader'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom', 'Flash function'];10.09;45.0;8.0;2.8;Qualcomm Snapdragon 8 Gen 2;['Quick charging', 'Water-resistant'];['Google Android'];Android 13;285.4;185.4;5.7;0.586;['Grey'];['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.2;2.4;['IP68'];Adreno 740;['5G', '4G/LTE', '3G'];Nano SIM;eSIM;Digital student SK;;;;;;;;
211;Samsung Galaxy Tab S9+ 5G 12GB/512GB grafitová;24694;20408;5.0;4.0;As good as new;12.4;2800 × 1752 px;['AMOLED'];266.0;12.0;512.0;['Micro SD'];1.024;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor', 'Fingerprint reader'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Optical zoom', 'Flash function'];10.09;45.0;8.0;2.8;Qualcomm Snapdragon 8 Gen 2;['Quick charging', 'Water-resistant'];['Google Android'];Android 13;285.4;185.4;5.7;0.586;['Grey'];['Charging cable', 'Stylus'];Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.2;2.4;['IP68'];Adreno 740;['5G', '4G/LTE', '3G'];Nano SIM;eSIM;Digital student SK;;;;;;;;
212;Cubot Tab 10 Grey;3479;2875;4.6;18.0;Unsealed;10.1;1920 × 1200 px;;;4.0;64.0;['TF Card'];128.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];6.0;;8.0;;SC9863A;;['Google Android'];Android 11;8.8;243.5;164.0;0.5750000000000001;['Grey'];['Charger (adapter with cable)', 'Headphones'];;;;;;;;;;;;;;;;;;;
213;Cubot Tab 10 Grey;3175;2624;4.6;18.0;As good as new;10.1;1920 × 1200 px;;;4.0;64.0;['TF Card'];128.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor'];13.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];6.0;;8.0;;SC9863A;;['Google Android'];Android 11;8.8;243.5;164.0;0.5750000000000001;['Grey'];['Charger (adapter with cable)', 'Headphones'];;;;;;;;;;;;;;;;;;;
214;Samsung Galaxy Tab S8 11 WiFi Dark Grey;17429;14404;4.8;12.0;As good as new;11.0;2560 × 1600 px;['TFT'];274.0;8.0;128.0;['Micro SD'];1.0;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];13.0;12.0;3840 × 2160 px;['2160p (4K) 60fps', '2160p (4K) 30fps', '1080p (Full HD) 30fps'];['Flash function'];8.0;45.0;8.0;3.0;Qualcomm Snapdragon 8 Gen1;['Quick charging'];['Google Android'];Android 12;253.8;165.3;6.3;0.503;['Grey'];;Samsung Galaxy Tab;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.0;2.4;;;;;;;;;;;;;;
215;TCL TAB 10 WIFI 4+64GB Dark Grey;3613;2986;5.0;3.0;Slightly used;10.1;1280 × 800 px;['IPS', 'TFT'];;4.0;64.0;['Micro SD'];256.0;['WiFi', 'Bluetooth'];['USB-C'];['Light sensor', 'Proximity sensor', 'G-sensor'];5.0;5.0;;['1080p (Full HD) 30fps'];;5.5;;8.0;2.0;MediaTek MTK8768;;['Google Android'];Android 11;243.18;158.18;9.2;0.448;['Carbon'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;IMG GE8320;;;;;;;;;;;;
216;Oscal Pad10 8GB/128GB silver;2761;2282;4.0;12.0;As good as new;10.1;1920 × 1200 px;['IPS'];225.0;8.0;128.0;['Micro SD', 'TF Card'];1.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Light sensor', 'Proximity sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];6.58;;8.0;1.6;Unisoc UMS9230;;['Google Android'];Android 12;241.3;160.0;8.9;0.536;['Silver'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.2;2.0;;ARM Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;Digital student SK;;;;;;;;
217;Teclast P25T 3GB/64GB (Gen.2) blue;2174;1797;3.8;8.0;Unsealed;10.1;1280 × 800 px;['IPS'];;3.0;64.0;['Micro SD', 'TF Card'];1.0;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];['G-sensor'];5.0;2.0;;;['Flash function'];5.0;;4.0;1.8;Allwinner A133;;['Google Android'];Android 12;153.3;245.0;10.8;0.543;['Blue'];;;;;;;;IMG GE8300;;;;;;;;;;;;
218;"iPad Pro 11"" 512GB M2 Silver 2022";32112;26539;5.0;1.0;Unsealed;11.0;2388 × 1668 px;['IPS'];264.0;;512.0;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;;;;;;;;;;;;;;;;;
219;Acer Enduro Urban T3 4GB/64GB blue durable;7207;5956;4.0;1.0;Unsealed;10.1;1920 × 1200 px;['TFT'];;4.0;64.0;['Micro SD'];125.0;['WiFi', 'Bluetooth'];['USB-C'];;5.0;5.0;1920 × 1080 px;['1080p (Full HD) 30fps'];;6.0;;8.0;2.0;MediaTek MT8385;['Gorilla Glass'];['Google Android'];Android 11;9.92;259.0;169.0;0.595;['Blue'];['Charger (adapter with cable)'];Acer Enduro;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['IP53'];;;;;;;;;;;;;
220;iGET Blackview Active G8 LTE 6GB/128GB černý;6999;5784;;;In stock 2 pcs;10.36;2000 × 1200 px;['IPS'];225.0;6.0;128.0;['SDXC'];1.024;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Digital compass', 'Gyroscope', 'Light sensor', 'G-sensor'];13.0;16.0;1920 × 1080 px;;['Flash function'];22.0;33.0;8.0;2.0;Unisoc T616;['VoLTE/GSM', 'OTG', 'Image transmission to TV', 'Quick charging', 'Gorilla Glass', 'Water-resistant'];['Google Android'];Android 13;165.8;256.3;16.8;0.976;['Black'];['Charger (adapter with cable)', 'Charging cable'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.2;2.2;['IP69K'];ARM Mali-G57;['4G/LTE', '3G'];Nano SIM;Nano SIM;;;;;;;;;
221;Teclast P80T 3GB/32GB blue;2399;1983;2.0;4.0;Unsealed;8.0;1280 × 800 px;['IPS'];224.0;3.0;32.0;['Micro SD'];1.024;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];;2.0;0.3;;;['Flash function'];4.0;;4.0;1.5;Allwinner A133;;['Google Android'];Android 12;210.0;127.0;11.0;0.32;['Blue'];;;;;;;;IMG GE8300;;Nano SIM;Nano SIM;;;;;;;;;
222;Teclast P80T 3GB/32GB blue;2176;1798;2.0;4.0;As good as new;8.0;1280 × 800 px;['IPS'];224.0;3.0;32.0;['Micro SD'];1.024;['WiFi', 'Bluetooth'];['USB-C', 'Headphone output (3.5mm jack)'];;2.0;0.3;;;['Flash function'];4.0;;4.0;1.5;Allwinner A133;;['Google Android'];Android 12;210.0;127.0;11.0;0.32;['Blue'];;;;;;;;IMG GE8300;;Nano SIM;Nano SIM;;;;;;;;;
223;"Nubia Pad 3D 12.4"" 120Hz 8/128GB Wi-Fi 9070 mAh";27799;22974;;;Unsealed;12.4;2560 × 1600 px;['IPS'];243.0;8.0;128.0;['Micro SD'];1.024;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];16.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];9.07;33.0;8.0;2.84;Qualcomm Snapdragon 888 5G;['OTG', 'Quick charging', 'Gorilla Glass'];['Google Android'];Android 12;189.0;285.0;8.4;0.78;['Black'];['Charger (adapter with cable)'];;;;1.85;2.2;;Adreno 660;;;;;;;;;;;;
224;"Nubia Pad 3D 12.4"" 120Hz 8/128GB Wi-Fi 9070 mAh";25735;21269;;;As good as new;12.4;2560 × 1600 px;['IPS'];243.0;8.0;128.0;['Micro SD'];1.024;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Light sensor'];16.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];9.07;33.0;8.0;2.84;Qualcomm Snapdragon 888 5G;['OTG', 'Quick charging', 'Gorilla Glass'];['Google Android'];Android 12;189.0;285.0;8.4;0.78;['Black'];['Charger (adapter with cable)'];;;;1.85;2.2;;Adreno 660;;;;;;;;;;;;
225;"iPad Pro 11"" 2TB Cellular M2 Silver 2022";58990;48752;;;In stock 3 pcs;11.0;2388 × 1668 px;['IPS'];264.0;;;['Does not support'];;['WiFi', 'Bluetooth'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;12.0;;;;;;;;Apple M2 with 10-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;2000.0;;;;;['5G', '4G/LTE', '3G'];;;Digital student SK;;;;;;;;
226;Huawei MatePad SE;4559;3768;;;Unsealed;10.4;2000 × 1200 px;['IPS'];225.0;4.0;128.0;['Micro SD', 'Micro SDXC'];1.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C', 'Headphone output (3.5mm jack)'];['Light sensor', 'G-sensor'];5.0;2.0;1920 × 1080 px;['1080p (Full HD) 30fps', '720p (HD) 30fps'];;5.1;10.0;8.0;2.0;Qualcomm Snapdragon SDM680;['OTG', 'Image transmission to TV', 'Quick charging'];['Harmony OS'];Android 12;246.9;156.7;7.85;0.44;['Black'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;2.2;2.4;;Adreno 610;;;;;;;;;;;;
227;TCL 10TAB MAX WIFI Space Grey;3594;2970;5.0;3.0;Slightly used;10.36;2000 × 1200 px;['TFT'];225.0;4.0;64.0;['Micro SD'];256.0;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Light sensor', 'Proximity sensor'];13.0;8.0;1920 × 1080 px;['1080p (Full HD) 30fps'];['Flash function'];8.0;;8.0;2.0;MT8788A;['OTG'];['Google Android'];Android 10;247.8;157.56;7.65;0.465;['Grey'];['Charger (adapter with cable)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;1.8;2.0;;Mali-G72 MP3;;;;;;;;;;;;
228;iPad mini 64GB Cellular Silver 2019;11329;9363;5.0;2.0;As good as new;7.9;2048 × 1536 px;['Retina'];;;64.0;;;['WiFi', 'Bluetooth', 'GPS'];['Lightning', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];8.0;7.0;;;;;;;;Apple A12 Bionic;;['iPadOS'];iOS 12;203.2;134.8;6.1;0.308;['Silver'];;Apple iPad;;;;;;;['4G/LTE', '3G'];;;;;;;;;;;
229;iPad Air 256GB Cellular Gold 2019;15089;12470;5.0;4.0;Slightly used;10.5;2224 × 1668 px;['IPS'];;;256.0;;;['WiFi', 'Bluetooth', 'GPS'];['Lightning', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];8.0;7.0;;;;;;;;Apple A12 Bionic;;['iPadOS'];iOS 12;250.6;174.1;6.1;0.464;['Gold'];;Apple iPad;;;;;;;['4G/LTE', '3G'];;;;;;;;;;;
230;iPad 10.2 128GB WiFi Cellular Gold 2020;12073;9978;5.0;2.0;As good as new;10.2;2160 × 1620 px;['Retina'];;;128.0;;;['WiFi', 'Bluetooth'];['Lightning', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Gyroscope'];8.0;1.2;;;;;;;;Apple A12 Bionic;;['iPadOS'];;174.1;250.6;7.5;0.495;['Gold'];;Apple iPad;;;;;;;['4G/LTE', '3G'];;;;;;;;;;;
231;"iPad Pro 11"" 512GB M1 Cellular Space Grey 2021";29041;24001;;;As good as new;11.0;2388 × 1668 px;['Liquid Retina'];264.0;8.0;512.0;['Does not support'];;['NFC', 'WiFi'];['USB-C'];['Gyroscope', 'Light sensor', 'Barometer'];12.0;;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];10.758;20.0;;;Apple M1 with 8-core GPU;;['iPadOS'];;247.6;178.5;5.9;0.466;['Grey'];['Charger (adapter with cable)'];Apple iPad;;;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;;;;;;;;;
232;"iPad Pro 11"" 64GB Cellular Silver";21490;17760;5.0;1.0;As good as new;11.0;2388 × 1668 px;['Retina'];;4.0;64.0;;;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;7.0;;;;;;;;Apple A12X;;['iPadOS'];iOS 12;247.6;178.5;5.9;0.468;['Silver'];;Apple iPad;;;;;;;['4G/LTE', '3G'];Nano SIM;;;;;;;;;;
233;iPad Air 64GB Cellular Gold 2019;18590;15364;5.0;2.0;As good as new;10.5;2224 × 1668 px;['IPS'];;;64.0;;;['WiFi', 'Bluetooth', 'GPS'];['Lightning', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];8.0;7.0;;;;;;;;Apple A12 Bionic;;['iPadOS'];iOS 12;250.6;174.1;6.1;0.464;['Gold'];;Apple iPad;;;;;;;['4G/LTE', '3G'];;;;;;;;;;;
234;iPad Air 64GB Cellular Space Grey 2019;14682;12134;5.0;5.0;As good as new;10.5;2224 × 1668 px;['Retina'];;;64.0;;;['WiFi', 'Bluetooth', 'GPS'];['Lightning', 'Headphone output (3.5mm jack)'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];8.0;7.0;;;;;;;;Apple A12 Bionic;;['iPadOS'];iOS 12;250.6;174.1;6.1;0.464;['Grey'];;Apple iPad;;;;;;;['4G/LTE', '3G'];;;;;;;;;;;
235;"iPad Pro 12.9"" 1TB M1 Cellular Silver 2021";36112;29845;;;Slightly used;12.9;2732 × 2048 px;['Liquid Retina XDR'];264.0;16.0;1.0;['Does not support'];;['NFC', 'WiFi', 'Bluetooth'];['USB-C'];['Gyroscope', 'Light sensor', 'Barometer'];12.0;10.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];10.758;20.0;8.0;;Apple M1 with 8-core GPU;;['iPadOS'];;214.9;280.6;6.4;0.682;['Silver'];['Charger (adapter with cable)'];Apple iPad;;;1.8;2.4;;;['5G', '4G/LTE', '3G'];;eSIM;;;;;;;;;
236;"iPad Pro 12.9"" 1TB M1 Silver 2021";34420;28446;;;Slightly used;12.9;2732 × 2048 px;['Liquid Retina XDR'];264.0;16.0;1.0;['Does not support'];;['NFC', 'WiFi', 'Bluetooth'];['USB-C'];['Gyroscope', 'Light sensor', 'Barometer'];12.0;10.0;3840 × 2160 px;['4320p (8K) 30fps', '2160p (4K) 60fps', '2160p (4K) 24fps', '1080p (Full HD) 60fps', '1080p (Full HD) 30fps', '1080p (Full HD) 120fps', '1080p (Full HD) 240fps'];['Flash function'];10.758;20.0;8.0;;Apple M1 with 8-core GPU;;['iPadOS'];;214.9;280.6;6.4;0.682;['Silver'];['Charger (adapter with cable)'];Apple iPad;;;1.8;2.4;;;;;;;;;;;;;;
237;"iPad Pro 12.9"" 1TB 2018 Cellular Silver";31340;25901;;;Slightly used;12.9;2732 × 2048 px;['IPS'];;4.0;1.0;;;['WiFi', 'Bluetooth', 'GPS'];['USB-C'];['Motion sensor', 'Digital compass', 'Gyroscope', 'Light sensor'];12.0;7.0;;;;;;;;Apple A12X;;['iPadOS'];iOS 12;280.6;214.9;5.9;0.633;['Silver'];;Apple iPad;;;;;;;['4G/LTE', '3G'];;;;;;;;;;;
